  scan     find     binstr    strstr
10726000	1308000	2698000	388948000
16820000	1312000	2705000	390239000
16840000	1272000	2517000	386762000
16744000	1308000	2705000	389342000
16652000	1311000	2690000	385276000
16594000	1298000	2704000	389491000
16602000	1309000	2711000	388231000
17244000	1281000	2633000	384573000
16912000	1307000	2705000	388244000
16736000	1312000	2685000	388117000
